img_path,text
./test/test_00001.png,도코
./test/test_00002.png,규카츠
./test/test_00003.png,바
./test/test_00004.png,풍경
./test/test_00005.png,덕천고학교
./test/test_00006.png,로림노인요양원
./test/test_00007.png,민우리 격축사무소소
./test/test_00008.png,배꿈시계
./test/test_00009.png,의원
./test/test_00010.png,소주
./test/test_00011.png,신선육 되내신
./test/test_00012.png,피로와라전 전럽 
./test/test_00013.png,수족관
./test/test_00014.png,네
./test/test_00015.png,고
./test/test_00016.png,성원유리가공사
./test/test_00017.png,다정
./test/test_00018.png,미용실
./test/test_00019.png,왕배화로
./test/test_00020.png,시카고 뽑
./test/test_00021.png,가윤바연관
./test/test_00022.png,제인내
./test/test_00023.png,래성헤어
./test/test_00024.png,분티아카카드
./test/test_00025.png,홀리데이
./test/test_00026.png,실사현수막
./test/test_00027.png,유객주
./test/test_00028.png,식당가
./test/test_00029.png,편의시설
./test/test_00030.png,라유교의의
./test/test_00031.png,제형관리
./test/test_00032.png,세아타워
./test/test_00033.png,제코 푸생백주문전문점
./test/test_00034.png,가의학원
./test/test_00035.png,테크노스
./test/test_00036.png,뉴개슬호텔텔
./test/test_00037.png,공감
./test/test_00038.png,집밥
./test/test_00039.png,표
./test/test_00040.png,차
./test/test_00041.png,퀸즈러어
./test/test_00042.png,정동과프
./test/test_00043.png,메이드라
./test/test_00044.png,뼈다귀탕
./test/test_00045.png,배여사
./test/test_00046.png,둘리 분식
./test/test_00047.png,미러바바클솔클럽
./test/test_00048.png,먹어라
./test/test_00049.png,구워라
./test/test_00050.png,삼성품라과
./test/test_00051.png,공인중개사
./test/test_00052.png,사무소
./test/test_00053.png,효도마을 요의원
./test/test_00054.png,프라임 리빙텔
./test/test_00055.png,셀프사진관
./test/test_00056.png,국제
./test/test_00057.png,제과제방
./test/test_00058.png,학원
./test/test_00059.png,수원가정법원
./test/test_00060.png,치피하우스
./test/test_00061.png,신우엠엠스
./test/test_00062.png,부무한의원
./test/test_00063.png,네일하오
./test/test_00064.png,페인트
./test/test_00065.png,머리
./test/test_00066.png,해봄
./test/test_00067.png,미래한의원
./test/test_00068.png,누에보
./test/test_00069.png,현대부동산
./test/test_00070.png,더앙싱
./test/test_00071.png,나들차계피식
./test/test_00072.png,풍경채
./test/test_00073.png,만레라의
./test/test_00074.png,대한특당상럽
./test/test_00075.png,한빛학원
./test/test_00076.png,당구
./test/test_00077.png,한양
./test/test_00078.png,계란말이
./test/test_00079.png,사의라는
./test/test_00080.png,귀
./test/test_00081.png,아남
./test/test_00082.png,타짜
./test/test_00083.png,용인소방서
./test/test_00084.png,잘생긴
./test/test_00085.png,촬영으로
./test/test_00086.png,자연치과
./test/test_00087.png,국수나무
./test/test_00088.png,홍복물회
./test/test_00089.png,정직한이름
./test/test_00090.png,맘모스문구
./test/test_00091.png,에어시크
./test/test_00092.png,전기구이
./test/test_00093.png,한량통
./test/test_00094.png,닭
./test/test_00095.png,필송반송
./test/test_00096.png,하나인력
./test/test_00097.png,달콤샘
./test/test_00098.png,독서논술
./test/test_00099.png,슈퍼 올리브영
./test/test_00100.png,전용주차장
./test/test_00101.png,뮤엠영어
./test/test_00102.png,신동백 크크랜몰 
./test/test_00103.png,종합
./test/test_00104.png,전기
./test/test_00105.png,선한
./test/test_00106.png,약국
./test/test_00107.png,주택청약
./test/test_00108.png,종합저축
./test/test_00109.png,빅사이즈
./test/test_00110.png,짚시품
./test/test_00111.png,악세사리
./test/test_00112.png,외지
./test/test_00113.png,위험 고않스스
./test/test_00114.png,화기업금
./test/test_00115.png,풍
./test/test_00116.png,속마을
./test/test_00117.png,양갈비
./test/test_00118.png,각종요리
./test/test_00119.png,교환
./test/test_00120.png,수성실리콘
./test/test_00121.png,라벨
./test/test_00122.png,생기는
./test/test_00123.png,족욕
./test/test_00124.png,본베이
./test/test_00125.png,기분
./test/test_00126.png,프
./test/test_00127.png,또는미역
./test/test_00128.png,죽을듯이
./test/test_00129.png,국가자격중
./test/test_00130.png,죽전고
./test/test_00131.png,디마리
./test/test_00132.png,영양
./test/test_00133.png,세사디방
./test/test_00134.png,가네
./test/test_00135.png,짝빡
./test/test_00136.png,메가타은
./test/test_00137.png,이브자리
./test/test_00138.png,콩짝
./test/test_00139.png,쭈꾸미 철판
./test/test_00140.png,영광
./test/test_00141.png,에비뉴 헤어
./test/test_00142.png,키스
./test/test_00143.png,끼
./test/test_00144.png,선화네
./test/test_00145.png,속예천불
./test/test_00146.png,우수쿠
./test/test_00147.png,태전마트
./test/test_00148.png,청에
./test/test_00149.png,조곡한의원
./test/test_00150.png,약가는
./test/test_00151.png,황손부상상터실
./test/test_00152.png,니즈 또
./test/test_00153.png,부경향메니
./test/test_00154.png,마마식당
./test/test_00155.png,헤어 로로
./test/test_00156.png,우리 집
./test/test_00157.png,락승
./test/test_00158.png,피자
./test/test_00159.png,쉼터
./test/test_00160.png,원편지
./test/test_00161.png,목상
./test/test_00162.png,노래
./test/test_00163.png,연습장
./test/test_00164.png,루
./test/test_00165.png,칠보당
./test/test_00166.png,새롬학원
./test/test_00167.png,브라더
./test/test_00168.png,화배기
./test/test_00169.png,부동산
./test/test_00170.png,재월
./test/test_00171.png,엄마 합밥집
./test/test_00172.png,크림당
./test/test_00173.png,카페
./test/test_00174.png,스튜디오
./test/test_00175.png,세롬생상상사
./test/test_00176.png,여자들 세
./test/test_00177.png,오시랑
./test/test_00178.png,전물
./test/test_00179.png,가야금
./test/test_00180.png,드림빌딩
./test/test_00181.png,한국일보
./test/test_00182.png,알뜰폰
./test/test_00183.png,러브 러브
./test/test_00184.png,온유헤어
./test/test_00185.png,한양클브
./test/test_00186.png,화이트치킨
./test/test_00187.png,이프
./test/test_00188.png,다원빌
./test/test_00189.png,김선영합
./test/test_00190.png,태성
./test/test_00191.png,시 빌 
./test/test_00192.png,세종시엠에스
./test/test_00193.png,해드리하우
./test/test_00194.png,다나
./test/test_00195.png,전민마트
./test/test_00196.png,반인
./test/test_00197.png,크로스벌전전문식
./test/test_00198.png,수민이
./test/test_00199.png,타
./test/test_00200.png,기베
./test/test_00201.png,노래실
./test/test_00202.png,원컴퓨터
./test/test_00203.png,모바일
./test/test_00204.png,유성닭발
./test/test_00205.png,백그릇
./test/test_00206.png,버닝헤어
./test/test_00207.png,귀족
./test/test_00208.png,보리밥
./test/test_00209.png,한소당 발발
./test/test_00210.png,택고
./test/test_00211.png,뷰티
./test/test_00212.png,우턱화
./test/test_00213.png,희망발
./test/test_00214.png,니드 네일
./test/test_00215.png,나우라
./test/test_00216.png,리프
./test/test_00217.png,청신종합협주빙
./test/test_00218.png,코코
./test/test_00219.png,식당
./test/test_00220.png,가위와부분
./test/test_00221.png,뼈다
./test/test_00222.png,시간
./test/test_00223.png,튀능
./test/test_00224.png,타다시
./test/test_00225.png,수창고
./test/test_00226.png,보성빌
./test/test_00227.png,주경빌라
./test/test_00228.png,다돼지
./test/test_00229.png,태합로
./test/test_00230.png,악손
./test/test_00231.png,졸 졸트
./test/test_00232.png,창곱
./test/test_00233.png,헤어샵
./test/test_00234.png,아름다운
./test/test_00235.png,과학연구
./test/test_00236.png,붐비아
./test/test_00237.png,헤어
./test/test_00238.png,골목미장원
./test/test_00239.png,초립동
./test/test_00240.png,실내포차
./test/test_00241.png,식당
./test/test_00242.png,잠잠집스
./test/test_00243.png,꼬리짐
./test/test_00244.png,중앙기계상회
./test/test_00245.png,박미선우우리
./test/test_00246.png,한부공방
./test/test_00247.png,노아
./test/test_00248.png,신명건축국사
./test/test_00249.png,사무소
./test/test_00250.png,애얼클속
./test/test_00251.png,메이봄
./test/test_00252.png,브로우
./test/test_00253.png,약
./test/test_00254.png,다정
./test/test_00255.png,온누리약국
./test/test_00256.png,홍치수
./test/test_00257.png,에스테틱
./test/test_00258.png,경촌한방병원원
./test/test_00259.png,자인나
./test/test_00260.png,바디샵
./test/test_00261.png,부동산
./test/test_00262.png,가부산약국
./test/test_00263.png,루마약국점업점함점
./test/test_00264.png,때깔
./test/test_00265.png,경호
./test/test_00266.png,태권도
./test/test_00267.png,설렁탕
./test/test_00268.png,갈비탕
./test/test_00269.png,연동
./test/test_00270.png,꼬구
./test/test_00271.png,남베산
./test/test_00272.png,청터구당
./test/test_00273.png,신정
./test/test_00274.png,닭말
./test/test_00275.png,미용지료
./test/test_00276.png,재즈
./test/test_00277.png,가라오
./test/test_00278.png,구
./test/test_00279.png,약
./test/test_00280.png,중축가 구자점녀
./test/test_00281.png,센트럴
./test/test_00282.png,중앙
./test/test_00283.png,부동산
./test/test_00284.png,마음수련
./test/test_00285.png,해법아
./test/test_00286.png,이
./test/test_00287.png,이랑공방
./test/test_00288.png,선로목곡장
./test/test_00289.png,도장
./test/test_00290.png,명동
./test/test_00291.png,미용실
./test/test_00292.png,성실
./test/test_00293.png,세탁소
./test/test_00294.png,공주시
./test/test_00295.png,태권도
./test/test_00296.png,협회
./test/test_00297.png,코마
./test/test_00298.png,코끼리의
./test/test_00299.png,미술가랑
./test/test_00300.png,투투
./test/test_00301.png,컴퓨터
./test/test_00302.png,세탁소
./test/test_00303.png,세호
./test/test_00304.png,함석
./test/test_00305.png,성치박라
./test/test_00306.png,한성
./test/test_00307.png,칼국수
./test/test_00308.png,과일손스덤
./test/test_00309.png,설일할
./test/test_00310.png,일부동산
./test/test_00311.png,안냥과자점
./test/test_00312.png,판타이
./test/test_00313.png,아로이 막짝
./test/test_00314.png,나드리
./test/test_00315.png,헤어
./test/test_00316.png,삼실마트
./test/test_00317.png,수색
./test/test_00318.png,연세치과
./test/test_00319.png,만돈
./test/test_00320.png,신외존
./test/test_00321.png,부대
./test/test_00322.png,찌개
./test/test_00323.png,우몸
./test/test_00324.png,애전용품
./test/test_00325.png,바이지안
./test/test_00326.png,술장피어싱
./test/test_00327.png,리즈
./test/test_00328.png,에스테틱
./test/test_00329.png,포마드
./test/test_00330.png,피서
./test/test_00331.png,꽃
./test/test_00332.png,한국
./test/test_00333.png,산성청지수타함함
./test/test_00334.png,메모리테의
./test/test_00335.png,손밥
./test/test_00336.png,막걸리
./test/test_00337.png,안철현세무사
./test/test_00338.png,미용실
./test/test_00339.png,에젠
./test/test_00340.png,만화
./test/test_00341.png,청소
./test/test_00342.png,안식우페
./test/test_00343.png,부동산
./test/test_00344.png,아빠 길
./test/test_00345.png,마늘리
./test/test_00346.png,단 주점
./test/test_00347.png,누수탐지
./test/test_00348.png,수도공사
./test/test_00349.png,은혜
./test/test_00350.png,실버타은
./test/test_00351.png,명진
./test/test_00352.png,부동산
./test/test_00353.png,한솔병상
./test/test_00354.png,서군
./test/test_00355.png,맥주
./test/test_00356.png,유원지
./test/test_00357.png,노래
./test/test_00358.png,연습장
./test/test_00359.png,이화성
./test/test_00360.png,분동석유
./test/test_00361.png,새벽별교회
./test/test_00362.png,아리은
./test/test_00363.png,범레엔공장업
./test/test_00364.png,효자
./test/test_00365.png,부동산
./test/test_00366.png,홍
./test/test_00367.png,호텔레스
./test/test_00368.png,별강
./test/test_00369.png,요양원
./test/test_00370.png,잔따르고
./test/test_00371.png,미래
./test/test_00372.png,탑
./test/test_00373.png,학원
./test/test_00374.png,원통역
./test/test_00375.png,부동산
./test/test_00376.png,동문
./test/test_00377.png,낙완
./test/test_00378.png,중앙
./test/test_00379.png,부동산
./test/test_00380.png,이층
./test/test_00381.png,그리고
./test/test_00382.png,맥주
./test/test_00383.png,초밥
./test/test_00384.png,회
./test/test_00385.png,쌀거탕
./test/test_00386.png,가게
./test/test_00387.png,노리
./test/test_00388.png,더헤어
./test/test_00389.png,유직 통디원
./test/test_00390.png,음악연습실
./test/test_00391.png,우리
./test/test_00392.png,비닐
./test/test_00393.png,포장
./test/test_00394.png,노래방
./test/test_00395.png,산수
./test/test_00396.png,부동산
./test/test_00397.png,치과
./test/test_00398.png,이마트
./test/test_00399.png,편의점
./test/test_00400.png,허브
./test/test_00401.png,부동산
./test/test_00402.png,골트
./test/test_00403.png,클
./test/test_00404.png,영업중
./test/test_00405.png,른반가교문자
./test/test_00406.png,휴가림악식식
./test/test_00407.png,차이 디대디
./test/test_00408.png,아이
./test/test_00409.png,짧
./test/test_00410.png,방
./test/test_00411.png,미스터
./test/test_00412.png,보쌈
./test/test_00413.png,대물노래래업운단
./test/test_00414.png,양양
./test/test_00415.png,분식
./test/test_00416.png,명문
./test/test_00417.png,부동산
./test/test_00418.png,솔정요리라원
./test/test_00419.png,조이나스
